2019-06-10 01:31:16,261 | base_dataset.py | line 319:   45 |  57.4  83.1  69.1  523.6     630     208     356
2019-06-10 01:31:16,261 | base_dataset.py | line 319:   46 |  32.0  77.1  41.5  146.4     190     274     262
2019-06-10 01:31:16,261 | base_dataset.py | line 319:   47 |   9.4  71.0  13.2   34.8      49     143     499
2019-06-10 01:31:16,261 | base_dataset.py | line 319:   48 |   7.3  76.7   9.5   20.0      26     140     353
2019-06-10 01:31:16,261 | base_dataset.py | line 319:   49 |  40.9  78.0  52.4  389.4     499     376     532
2019-06-10 01:31:16,261 | base_dataset.py | line 319:   50 |  36.7  79.6  46.1   58.9      74      58     115
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   51 |  48.7  79.2  61.5  879.3    1110     703     689
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   52 |  43.2  80.4  53.7  113.4     141      99     144
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   53 |  63.1  80.0  78.9 6291.3    7866    1287    2909
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   54 |  36.5  71.4  51.1   90.0     126      53     188
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   55 |  53.9  80.5  66.9  950.5    1181     443     724
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   56 |  51.1  77.2  66.2  162.1     210      57     157
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   57 |  65.0  80.4  80.9   91.7     114      25      29
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   58 |  69.9  88.4  79.2  182.9     207      42      67
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   59 |  70.5  87.7  80.5  124.5     142      22      47
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   60 |  43.6  82.1  53.1  146.2     178     103     211
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   61 |  41.6  75.3  55.2  159.0     211     130     213
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   62 |  46.5  76.3  60.9  266.4     349     163     285
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   63 |  73.7  85.8  85.9   70.4      82       8      19
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   64 |  74.0  93.2  79.4   50.3      54       7      21
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   65 |  56.3  86.1  65.3   28.4      33       8      27
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   66 |  32.5  76.7  42.4  101.9     133      90     272
2019-06-10 01:31:16,262 | base_dataset.py | line 319:   67 |  44.5  78.9  56.4  158.6     201      86     225
