2019-06-10 01:20:05,105 | base_dataset.py | line 320:   45 |  57.7  83.4  69.3  526.8     632     207     354
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   46 |  32.6  76.7  42.4  149.6     195     272     257
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   47 |  11.1  70.3  15.8   40.8      58     130     490
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   48 |  11.0  74.9  14.7   30.7      41     139     338
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   49 |  40.9  78.0  52.4  391.5     502     382     529
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   50 |  36.8  80.0  46.0   59.2      74      59     115
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   51 |  48.9  79.2  61.7  883.8    1116     702     683
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   52 |  43.3  80.5  53.8  115.1     143     104     142
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   53 |  62.5  79.7  78.4 6297.6    7899    1471    2876
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   54 |  38.7  71.0  54.5   96.5     136      49     178
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   55 |  53.3  79.6  66.9  941.2    1182     448     723
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   56 |  50.9  77.0  66.1  162.5     211      60     156
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   57 |  62.3  80.0  77.9   87.2     109      28      34
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   58 |  70.6  88.7  79.6  183.7     207      39      67
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   59 |  71.7  88.7  80.8  125.1     141      19      48
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   60 |  44.4  82.2  54.0  148.8     181     100     208
2019-06-10 01:20:05,105 | base_dataset.py | line 320:   61 |  40.1  74.0  54.2  153.1     207     133     217
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   62 |  47.2  77.4  61.0  270.0     349     162     285
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   63 |  71.9  85.1  84.5   67.3      79       7      22
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   64 |  70.2  91.2  77.0   47.4      52       8      23
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   65 |  57.1  87.4  65.3   28.8      33       8      27
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   66 |  33.3  77.5  43.0  101.5     131      74     274
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   67 |  40.7  76.1  53.5  144.7     190      94     236
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   68 |  77.3  87.4  88.4  150.3     172      19      26
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   69 |  69.7  85.7  81.3  143.2     167      28      49
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   70 |  60.2  80.1  75.2  149.0     186      37      86
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   71 |  57.3  81.0  70.8  195.1     241      86     113
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   72 |  62.1  80.5  77.2  214.9     267      57     101
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   73 |  70.0  83.7  83.5  170.0     203      31      49
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   74 |  77.5  88.9  87.2   51.5      58       4      13
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   75 |  69.9  82.1  85.2  174.9     213      21      53
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   76 |  67.5  81.0  83.3  151.4     187      30      45
2019-06-10 01:20:05,106 | base_dataset.py | line 320:   77 |  22.7  75.5  30.1   56.6      75      64     285
